Taxa,Class,Order,Family,Genus,functional.group,Nitrogen.fixation,Si.demand,Mixotrophy,Colony,Mobility,Pigment,Ind_size,Colony_size,Source,System
Coscinodiscales,NA,NA,NA,NA,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscophycidae,NA,NA,NA,NA,,0,1,0,1,0,BW,,NA,SCOR,
Coscinodiscopsis commutata,Bacillariophyceae,,,Coscinodiscopsis,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscopsis jonesiana,Bacillariophyceae,,,Coscinodiscopsis,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,149084.1618,Klais,
Coscinodiscus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus centralis,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus centralis var. pacifica,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus cinctus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus concinnus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,1706409.733,Klais,
Coscinodiscus concinnus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus curvatulus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus granii,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,201572.7646,Klais,
Coscinodiscus granii,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus lacustris,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus marginatus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus oculus-iridis,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus perforatus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus perforatus var. pavillardii,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus radiatus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,67669.56697,Klais,
Coscinodiscus rothii,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,5301.725587,Klais,
Coscinodiscus sp.,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,6000,Kanako,
Coscinodiscus subbulliens,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus sublineatus,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,NA,SCOR,
Coscinodiscus wailesii,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,,0,1,0,0,0,BW,,1969061.005,Klais,
Coscinosira,NA,NA,NA,NA,,0,1,0,1,0,BW,,NA,SCOR,
Cosmarium,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,398.0427597,Klais,
Cosmarium abbreviatum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,533.0801466,Kremer,
Cosmarium amoenum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,13122.88921,Kremer,
Cosmarium angulare,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,5491,Kremer,
Cosmarium angulosum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,1186,Kremer,
Cosmarium bioculatum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,915.8279209,Kremer,
Cosmarium biretum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,35000,Orlane,Gv
Cosmarium botrytis,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,2120,Orlane,Gv
Cosmarium botrytis,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium botrytis,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,7024.959715,Kremer,
Cosmarium contractum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium contractum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,2202.978277,Kremer,
Cosmarium costatum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium crenatum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium depressum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,1184.252783,Kremer,
Cosmarium depressum v pla,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,6400,Orlane,Gv
Cosmarium formosulum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium formosulum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,35541.15855,Kremer,
Cosmarium galeritum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,5236,Kremer,
Cosmarium granatum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,12400,Orlane,Gv
Cosmarium granatum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium granatum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,1394.146733,Kremer,
Cosmarium hammeri,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,9596,Kremer,
Cosmarium holmiense,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,12362,Kremer,
Cosmarium humile var. glabrum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium impressulum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium impressulum,Conjugophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,2820.013587,Kremer,
Cosmarium laeve,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,2230,Orlane,Gv
Cosmarium margaritatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium margaritatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,46077,Kremer,
Cosmarium margaritiferum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium margaritiferum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,11378.29085,Kremer,
Cosmarium meneghenii,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,1270,Orlane,Gv
Cosmarium meneghinii,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium meneghinii,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,1859.17405,Kremer,
Cosmarium ornatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium ornatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,8290.553779,Kremer,
Cosmarium phaseolus,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium phaseolus,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,2931.173209,Kremer,
Cosmarium protractum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,14000,Orlane,Gv
Cosmarium protractum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,6579.258573,Kremer,
Cosmarium pseudopyramidatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,74569,Kremer,
Cosmarium pseudotaxichondrum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,14316,Kremer,
Cosmarium punctulatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,15000,Orlane,Gv
Cosmarium punctulatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium punctulatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,16541.96251,Kremer,
Cosmarium pygmaeum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium pygmaeum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,205.7340852,Kremer,
Cosmarium pyramidatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,20000,Cornell,Oneida
Cosmarium quadrum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,112577,Kremer,
Cosmarium quinarium,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,10000,Kremer,
Cosmarium regnellii,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium regnellii,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,713.9091865,Kremer,
Cosmarium regnesi,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,478.9839804,Kremer,
Cosmarium reniforme,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,724.4083486,Kremer,
Cosmarium reniforme,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,30000,Cornell,Oneida
Cosmarium sp.,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,"22,000",22000,Clark,Bw
Cosmarium sp.,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,7000,Orlane,Gv
Cosmarium sp.,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,22000,Kanako,
Cosmarium sphagnicolum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,154.6047163,Kremer,
Cosmarium spp.,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,1583.82887,Lin,Ks
Cosmarium spp.,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,22000,22000,Maiko,Inba
Cosmarium subcostatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,1028.161542,Kremer,
Cosmarium subcrenatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,5475.195127,Kremer,
Cosmarium subprotumidum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,4500,Orlane,Gv
Cosmarium subprotumidum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,2000,Kremer,
Cosmarium subreniforme,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium tenue,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,135.4816898,Kremer,
Cosmarium tinctum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,60.40425038,Kremer,
Cosmarium transitorium,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,47675,Kremer,
Cosmarium trilobulatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,18898.23536,Kremer,
Cosmarium tumidum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,14899.87919,Kremer,
Cosmarium turpinii,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmarium turpinii,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,86933.75086,Kremer,
Cosmarium undulatum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,4264.54489,Kremer,
Cosmarium venustum,Conjugatophyceae,Zygnematales,Desmidiaceae,Cosmarium,N,0,0,0,0,0,G,,90,Kremer,
Cosmioneis pusilla,Bacillariophyceae,Naviculales,Cosmioneidaceae,Cosmioneis,MP,0,1,0,0,0,BW,,NA,SCOR,
Cosmioneis pusilla,Bacillariophyceae,Naviculales,Cosmioneidaceae,Cosmioneis,MP,0,1,0,0,0,BW,,4567.007909,Kremer,
Cosmocladium,Chlorophyceae,Zygnematales,Desmidiaceae,Cosmocladium,N,0,0,0,0,0,G,,NA,SCOR,
Cosmocladium constrictum,Chlorophyceae,Zygnematales,Desmidiaceae,Cosmocladium,N,0,0,0,0,0,G,1600,1600,Clark,Bw
Cosmocladium constrictum,Chlorophyceae,Zygnematales,Desmidiaceae,Cosmocladium,N,0,0,0,0,0,G,,1600,Kanako,
Cosmocladium sp.,Chlorophyceae,Zygnematales,Desmidiaceae,Cosmocladium,N,0,0,0,0,0,G,,1600,Kanako,
Craspedostauros,NA,NA,NA,NA,,0,1,0,0,0,BW,,NA,SCOR,
Craticula accomoda,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,MP,0,1,0,0,0,BW,,232.2005051,Kremer,
Craticula ambigua,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,MP,0,1,0,0,0,BW,,NA,SCOR,
Craticula ambigua,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,MP,0,1,0,0,0,BW,,325.7843933,Kremer,
Craticula cuspidata,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,MP,0,1,0,0,0,BW,,NA,SCOR,
Craticula cuspidata,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,MP,0,1,0,0,0,BW,,9131.984219,Kremer,
Craticula halophila,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,MP,0,1,0,0,0,BW,,NA,SCOR,
Craticula halophila,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,MP,0,1,0,0,0,BW,,958.492251,Kremer,
Craticula vixvisibilis,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,MP,0,1,0,0,0,BW,,1253,Kremer,
Crucigenia,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,92.7903406,Klais,
Crucigenia,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,NA,SCOR,
Crucigenia apiculata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,300,Kanako,
Crucigenia apiculata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,300,300,Maiko,Inba
Crucigenia crucifera,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,300,Kanako,
Crucigenia crucifera,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,242.2083534,Kremer,
Crucigenia crucifera,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,300,300,Maiko,Inba
Crucigenia fenestrata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,97.86567498,Klais,
Crucigenia fenestrata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,NA,SCOR,
Crucigenia fenestrata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,300,Kanako,
Crucigenia fenestrata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,320.73243,Kremer,
Crucigenia irregularis,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,300,300,Clark,Bw
Crucigenia irregularis,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,300,Kanako,
Crucigenia lauterbornii,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,2700,Orlane,Gv
Crucigenia lauterbornii,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,120,Kanako,
Crucigenia lauterbornii,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,452.0973589,Kremer,
Crucigenia lauterbornii,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,120,120,Maiko,Inba
Crucigenia mucronata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,250,250,Clark,Bw
Crucigenia mucronata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,250,Kanako,
Crucigenia pulchra,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,300,Kanako,
Crucigenia quadrata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,39.81972984,Klais,
Crucigenia quadrata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,NA,SCOR,
Crucigenia quadrata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,300,Kanako,
Crucigenia quadrata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,151.9670042,Kremer,
Crucigenia quadrata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,300,300,Maiko,Inba
Crucigenia rectangularis,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,300,300,Clark,Bw
Crucigenia rectangularis,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,300,Kanako,
Crucigenia saguei,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,300,Kanako,
Crucigenia sp.,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,120,120,Clark,Bw
Crucigenia sp.,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,120,Kanako,
Crucigenia spp.,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,65.24406013,Lin,Ks
Crucigenia spp.,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,120,120,Maiko,Inba
Crucigenia tetrapedia,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,219.0040785,Klais,
Crucigenia tetrapedia,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,NA,SCOR,
Crucigenia tetrapedia,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,300,Kanako,
Crucigenia tetrapedia,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,180.1759073,Kremer,
Crucigenia tetrapedia,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,300,300,Maiko,Inba
Crucigenia tetrapedia,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,148,Cornell,Oneida
Crucigenia truncata,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Crucigenia,J,0,0,0,1,0,G,,84.53431116,Kremer,
Crucigeniella,Chlorophyceae,Oocystales,Oocystaceae,Crucigeniella,F,0,0,0,1,0,G,,145.7591391,Klais,
Crucigeniella,Chlorophyceae,Oocystales,Oocystaceae,Crucigeniella,F,0,0,0,1,0,G,,NA,SCOR,
Crucigeniella crucifera,Chlorophyceae,Oocystales,Oocystaceae,Crucigeniella,F,0,0,0,1,0,G,,300,Orlane,Gv
Crucigeniella crucifera,Chlorophyceae,Oocystales,Oocystaceae,Crucigeniella,F,0,0,0,1,0,G,300,300,Maiko,Inba
Crucigeniella irregularis,Chlorophyceae,Oocystales,Oocystaceae,Crucigeniella,F,0,0,0,1,0,G,,NA,SCOR,
Crucigeniella pulchra,Chlorophyceae,Oocystales,Oocystaceae,Crucigeniella,F,0,0,0,1,0,G,,420,Orlane,Gv
Crucigeniella rectangula,Chlorophyceae,Oocystales,Oocystaceae,Crucigeniella,F,0,0,0,1,0,G,,940,Orlane,Gv
Crucigeniella rectangularis,Chlorophyceae,Oocystales,Oocystaceae,Crucigeniella,F,0,0,0,1,0,G,,83.3533418,Klais,
Crucigeniella spp.,Chlorophyceae,Oocystales,Oocystaceae,Crucigeniella,F,0,0,0,1,0,G,,66.67439006,Lin,Ks
Cryptaulax,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptaulax,,0,0,1,0,1,M,,NA,SCOR,
Cryptaulax marina,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptaulax,,0,0,1,0,1,M,,NA,SCOR,
Crypthecodinium cohnii,Dinophyceae,Gonyaulacales,Crypthecodiniaceae,Crypthecodinium,Lm,0,0,1,0,1,BW,,322.6398582,Kremer,
Cryptomonadaceae,NA,NA,NA,NA,,0,0,1,0,1,M,,NA,SCOR,
Cryptomonadales,Cryptophyceae,Cryptomonadales,,,,0,0,1,0,1,M,,158.8093639,Klais,
Cryptomonadales,Cryptophyceae,Cryptomonadales,,,,0,0,1,0,1,M,,NA,SCOR,
CRYPTOMONADIDAE,Cryptophyceae,,,CRYPTOMONADIDAE,Y,0,0,1,0,1,M,1500,1500,Maiko,Inba
Cryptomonas,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,398.5444826,Klais,
Cryptomonas,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,NA,SCOR,
Cryptomonas anas,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,NA,SCOR,
Cryptomonas cf brevis,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,1700,Orlane,Gv
Cryptomonas curvata,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,NA,SCOR,
Cryptomonas curvata,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,1700,Kanako,
Cryptomonas curvata,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,2212.973787,Kremer,
Cryptomonas erosa,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,1700,1700,Clark,Bw
Cryptomonas erosa,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,2015.559602,Klais,
Cryptomonas erosa,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,NA,SCOR,
Cryptomonas erosa,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,1700,Kanako,
Cryptomonas erosa,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,949.1755169,Kremer,
Cryptomonas erosa,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,1500,Cornell,Oneida
Cryptomonas erosa var. reflexa,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,1700,Kanako,
Cryptomonas lucens,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,93.24357416,Kremer,
Cryptomonas marsonii,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,1200,Orlane,Gv
Cryptomonas marssonii,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,326.9052377,Klais,
Cryptomonas marssonii,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,NA,SCOR,
Cryptomonas marssonii,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,846.4350235,Kremer,
Cryptomonas obovata,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,NA,SCOR,
Cryptomonas obovata,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,900.3830468,Kremer,
Cryptomonas ovata,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,NA,SCOR,
Cryptomonas ovata,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,1500,Kanako,
Cryptomonas ovata,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,1252.214364,Kremer,
Cryptomonas ovata,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,Y,0,0,1,0,1,M,,2500,Cornell,Oneida
